species,atom,npa_charge,wiberg_total,nmr_shielding,cm5_charge,hirshfeld_charge,ox_npa_charge,ox_cm5_charge,ox_hirshfeld_charge,red_npa_charge,red_cm5_charge,red_hirshfeld_charge,fukui_plus,fukui_minus,fukui_rad
Ac2,4,-0.5317682803453219,2.1411960801627243,123.0089581121162,-0.14165140218289524,-0.09436534958682874,-0.31364474553086835,-0.11028270774490119,-0.06299602357019818,-0.36461788226667796,-0.1486817765816917,-0.10139572398562521,-0.007030374398796473,-0.031369326016630554,0.024338951617834077
Ac5,4,-0.5855262306570455,2.0335535212162856,-153.9135591659967,-0.3252817039197369,-0.2740839289991013,-0.558037232716309,-0.2996504204138948,-0.2484524885101883,-0.6141843409413978,-0.3555062661336059,-0.3043084912129703,-0.03022456221386896,-0.025631440488912915,-0.004593121724956028
Ac7,4,-0.38931,3.9218,154.74599999999998,-0.15574545554342237,-0.049235455543422346,-0.3749,-0.125085,-0.018575,-0.4048254445657766,-0.17809826673946597,-0.07158826673946594,-0.022352811196043567,-0.03066045554342234,0.008307644347378676
Ac4,4,-0.16564148661702988,3.9626169474732937,29.460359432295842,-0.08304616497146874,-0.027239884099399515,-0.17192978831454833,-0.027994151896521092,0.02781212897554814,-0.3668226457797922,-0.20147117971944234,-0.1456648988473731,-0.11842501474797357,-0.055052013074947656,-0.06337300167302592
Ac3,4,-0.12394,3.9395,34.23,-0.056189,-0.008674,-0.1245,-0.000295,0.04722,-0.16573,-0.10945,-0.061935,-0.0532609999999999,-0.055894,0.002633
Ac4,4,-0.16564148661702988,3.9626169474732937,29.460359432295842,-0.08304616497146874,-0.027239884099399515,-0.17192978831454833,-0.027994151896521092,0.02781212897554814,-0.3668226457797922,-0.20147117971944234,-0.1456648988473731,-0.11842501474797357,-0.055052013074947656,-0.06337300167302592
Ac2,5,0.8996754662151416,3.8425273043342383,18.00135827917689,0.23826520337545593,0.1524969506221844,0.5511508613871986,0.26562679371734016,0.17985795248026593,0.5876757676478586,0.22369259296413355,0.13792434021086206,-0.014572610411322299,-0.02736100185808152,0.01278839144675916
Ac5,5,-0.6974258398778493,1.9522927297947883,114.49973783848864,-0.3729079753623294,-0.17132422907649042,-0.6795158434152495,-0.3521823124511081,-0.15059856616526915,-0.717111452038748,-0.3978098636810331,-0.19622614845049857,-0.02490191937400813,-0.020725662911221278,-0.004176256462786837
Ac7,5,-0.39486,3.9288,158.817,-0.15943000000000002,-0.049277,-0.37935,-0.128858,-0.018705,-0.40323,-0.17847845554342234,-0.06832545554342234,-0.01904845554342224,-0.030572,0.01152354445657766
Ac4,5,-0.2451342416215869,3.959550843446509,45.79965815910744,-0.1060779718118598,-0.05015477871362217,0.004837424528242417,0.03935504042181927,0.095278210966975,-0.24466919876638737,-0.15975064628239866,-0.10382745318416106,-0.053672674470538875,-0.14543298968059717,0.09176031521005823
Ac3,5,-0.1415,4.0065,30.7739,-0.020983,-0.018689,0.1543,0.122042,0.124336,-0.17844,-0.072724,-0.070431,-0.0517419999999999,-0.143025,0.091283
Ac4,5,-0.2451342416215869,3.959550843446509,45.79965815910744,-0.1060779718118598,-0.05015477871362217,0.004837424528242417,0.03935504042181927,0.095278210966975,-0.24466919876638737,-0.15975064628239866,-0.10382745318416106,-0.053672674470538875,-0.14543298968059717,0.09176031521005823
Ac2,6,-0.6650562745182752,1.9445564510642799,-11.654288665163838,-0.23633210196129828,-0.20253403615389143,-0.3182522818435032,-0.14665853096791087,-0.11286050825533779,-0.47472492775002856,-0.25834796141418487,-0.22454989560677802,-0.02201585945288655,-0.08967352789855362,0.06765766844566702
Ac5,6,-0.0022070121183709263,4.019995461510695,17.94553418081255,-0.009256742898728063,0.0005831094094054795,0.290630227619726,0.11932020350149128,0.12915924384800018,-0.15856733932238937,-0.09014988005926383,-0.08031005880643474,-0.08089316821584022,-0.12857613443859467,0.04768296622275447
Ac7,6,-0.39605656649199844,3.930269260521285,158.2959087879881,-0.16207794893391078,-0.05199573529216421,-0.4061171670017168,-0.14603498115409894,-0.03595276751235234,-0.3957994662185953,-0.17639561434717477,-0.06631240070542815,-0.01431666541326392,-0.016042967779811828,0.001726302366547931
Ac4,6,-0.1391815520504296,3.9513292322502966,28.336951716788572,-0.07498936149830271,-0.02337673085903897,-0.13017201794293956,-0.016807247665400777,0.034805959281897475,-0.24837545303284464,-0.1525311668178946,-0.10091795987059635,-0.07754122901155737,-0.05818269014093639,-0.019358538870620882
Ac3,6,0.97997,3.7223,55.1002,0.343581,0.28851,0.94033,0.363034,0.307964,0.98174,0.326091,0.271021,-0.0174889999999999,-0.019454,0.001965
