species,atom,npa_charge,wiberg_total,nmr_shielding,cm5_charge,hirshfeld_charge,ox_npa_charge,ox_cm5_charge,ox_hirshfeld_charge,red_npa_charge,red_cm5_charge,red_hirshfeld_charge
Ac3_rdkit_conf_1,18,0.26256,0.932,22.3517,0.121678,0.057996,0.30253,0.157505,0.093823,0.23291,0.089143,0.02546
Ac3_rdkit_conf_1,19,0.25119,0.9378,23.0004,0.118695,0.057465,0.29163,0.156526,0.095296,0.21378,0.065385,0.004154
Ac3_rdkit_conf_1,20,0.253,0.9369,22.5460,0.120701,0.056703,0.28224,0.169571,0.105573,0.21961,0.082516,0.018518
Ac2_rdkit_conf_3,0,-0.60979,3.8775,152.8667,,,,,,,,
Ac2_rdkit_conf_3,1,0.2699,3.9034,103.9154,,,,,,,,
Ac2_rdkit_conf_3,2,-0.63957,3.8669,159.4183,,,,,,,,
Ac2_rdkit_conf_3,3,-0.64038,3.8655,159.4569,,,,,,,,
Ac2_rdkit_conf_3,4,-0.53124,2.1465,118.3872,,,,,,,,
Ac2_rdkit_conf_3,5,0.9061,3.8404,15.5136,,,,,,,,
Ac2_rdkit_conf_3,6,-0.65984,1.9543,-15.8153,,,,,,,,
Ac2_rdkit_conf_3,7,-0.62645,3.1481,164.9369,,,,,,,,
Ac2_rdkit_conf_3,8,-0.3323,3.8734,141.7076,,,,,,,,
Ac2_rdkit_conf_3,9,0.78146,3.8287,-2.1872,,,,,,,,
Ac2_rdkit_conf_3,10,-0.58784,2.0291,-140.8976,,,,,,,,
Ac2_rdkit_conf_3,11,-0.68385,1.9653,123.4272,,,,,,,,
Ac2_rdkit_conf_3,12,0.21382,0.9552,30.6848,,,,,,,,
Ac2_rdkit_conf_3,13,0.21477,0.9547,30.6315,,,,,,,,
Ac2_rdkit_conf_3,14,0.21044,0.9562,31.1084,,,,,,,,
Ac2_rdkit_conf_3,15,0.21164,0.9561,30.9685,,,,,,,,
Ac2_rdkit_conf_3,16,0.23914,0.9436,29.3268,,,,,,,,
Ac2_rdkit_conf_3,17,0.21155,0.9558,31.1257,,,,,,,,
Ac2_rdkit_conf_3,18,0.21614,0.9542,30.8701,,,,,,,,
Ac2_rdkit_conf_3,19,0.2108,0.9561,31.1571,,,,,,,,
Ac2_rdkit_conf_3,20,0.23931,0.9435,29.3627,,,,,,,,
Ac2_rdkit_conf_3,21,0.40459,0.8377,27.7735,,,,,,,,
Ac2_rdkit_conf_3,22,0.23103,0.9473,28.8533,,,,,,,,
Ac2_rdkit_conf_3,23,0.25446,0.9366,27.6998,,,,,,,,
Ac2_rdkit_conf_3,24,0.49611,0.7571,25.9034,,,,,,,,
Ac7_rdkit_conf_1,0,-0.60004,2.0163,-158.1231,-0.328833,-0.273962,-0.14581,-0.005718,0.049153,-0.74184,-0.456808,-0.401938
Ac7_rdkit_conf_1,1,0.8011,3.8237,-6.3576,0.264272,0.215384,0.80533,0.355803,0.306915,0.64028,0.151023,0.102135
Ac7_rdkit_conf_1,2,-0.69428,1.9553,111.5659,-0.37723,-0.176558,-0.56514,-0.262174,-0.061503,-0.73772,-0.436745,-0.236073
Ac7_rdkit_conf_1,3,-0.32837,3.9655,143.7398,-0.079134,-0.019835,-0.28128,-0.038743,0.020556,-0.33704,-0.122368,-0.063069
Ac7_rdkit_conf_1,4,-0.392,3.9246,157.9928,-0.157558,-0.051032,-0.40472,-0.144625,-0.0381,-0.40568,-0.182141,-0.075616
Ac7_rdkit_conf_1,5,-0.40344,3.9237,162.6946,-0.162708,-0.053164,-0.39763,-0.147618,-0.038075,-0.39847,-0.175512,-0.065968
Ac7_rdkit_conf_1,6,-0.39614,3.9308,158.1287,-0.162644,-0.052688,-0.40739,-0.148905,-0.038949,-0.39771,-0.178186,-0.068229
Ac7_rdkit_conf_1,7,-0.40092,3.9288,160.9954,-0.161594,-0.052322,-0.40391,-0.148706,-0.039434,-0.40447,-0.180579,-0.071307
Ac7_rdkit_conf_1,8,-0.3891,3.9217,155.5148,-0.158002,-0.051309,-0.39472,-0.132839,-0.026146,-0.42506,-0.194903,-0.08821
Ac7_rdkit_conf_1,9,0.49412,0.7593,25.9298,0.357334,0.179541,0.52526,0.408261,0.230468,0.46053,0.312652,0.134859
Ac7_rdkit_conf_1,10,0.23729,0.9449,29.5149,0.107135,0.045068,0.30908,0.157559,0.095492,0.04091,-0.025741,-0.087808
Ac7_rdkit_conf_1,11,0.19912,0.9619,30.8699,0.084927,0.028727,0.24876,0.121325,0.065126,0.13244,0.021763,-0.034436
Ac7_rdkit_conf_1,12,0.22547,0.9503,29.8106,0.091082,0.032384,0.23284,0.10695,0.048252,0.20577,0.064844,0.006147
Ac7_rdkit_conf_1,13,0.20867,0.9575,30.5917,0.085522,0.030716,0.2464,0.114437,0.059632,0.16935,0.054549,-0.000257
Ac7_rdkit_conf_1,14,0.21081,0.9574,30.3197,0.086211,0.026635,0.20956,0.095775,0.0362,0.20816,0.073368,0.013793
Ac7_rdkit_conf_1,15,0.2082,0.9577,30.4087,0.08472,0.030078,0.24434,0.112679,0.058037,0.17805,0.058816,0.004173
Ac7_rdkit_conf_1,16,0.18944,0.9662,30.9256,0.080471,0.024826,0.22027,0.10506,0.049415,0.1608,0.044421,-0.011224
Ac7_rdkit_conf_1,17,0.21055,0.9568,30.5213,0.086165,0.031431,0.24644,0.113932,0.059199,0.16868,0.046614,-0.008119
Ac7_rdkit_conf_1,18,0.19434,0.9643,30.9048,0.083448,0.025822,0.20231,0.093706,0.036079,0.19138,0.067587,0.009961
Ac7_rdkit_conf_1,19,0.22456,0.9507,29.6529,0.089416,0.029627,0.24345,0.110292,0.050503,0.20411,0.058721,-0.001069
Ac7_rdkit_conf_1,20,0.20062,0.9616,30.6383,0.087025,0.030656,0.26657,0.133573,0.077205,0.08754,-0.001354,-0.057722
Ac2_rdkit_conf_4,0,-0.60934,3.8775,152.6239,-0.234316,-0.089787,-0.61837,-0.224624,-0.080095,-0.60601,-0.238944,-0.094415
Ac2_rdkit_conf_4,1,0.26949,3.905,104.8364,0.086359,0.096327,0.26932,0.091408,0.101377,0.26724,0.08466,0.094629
Ac2_rdkit_conf_4,2,-0.63989,3.8668,159.3685,-0.239163,-0.094598,-0.642,-0.226744,-0.082178,-0.63797,-0.242853,-0.098287
Ac2_rdkit_conf_4,3,-0.63988,3.8668,159.3683,-0.239153,-0.094586,-0.64198,-0.22673,-0.082163,-0.63796,-0.242843,-0.098276
Ac2_rdkit_conf_4,4,-0.53197,2.1383,125.5958,-0.210098,-0.140066,-0.46407,-0.163084,-0.093051,-0.54117,-0.21973,-0.149698
Ac2_rdkit_conf_4,5,0.89611,3.8437,19.4012,0.353118,0.225903,0.815,0.394289,0.267073,0.87014,0.332285,0.20507
Ac2_rdkit_conf_4,6,-0.66808,1.9389,-9.2220,-0.351071,-0.300999,-0.46951,-0.216222,-0.16615,-0.70487,-0.383671,-0.333599
Ac2_rdkit_conf_4,7,-0.63467,3.1692,168.6977,-0.460196,-0.103855,-0.14612,-0.197696,0.158646,-0.60787,-0.456279,-0.099937
Ac2_rdkit_conf_4,8,-0.32031,3.8742,141.3316,-0.032991,0.001307,-0.39484,0.011696,0.045994,-0.28255,-0.089523,-0.055225
Ac2_rdkit_conf_4,9,0.78989,3.8321,-1.6468,0.273672,0.219839,0.76982,0.283075,0.229241,0.41527,0.032732,-0.021102
Ac2_rdkit_conf_4,10,-0.59656,2.0171,-134.5123,-0.323982,-0.271608,-0.55335,-0.285741,-0.233367,-0.83088,-0.552902,-0.500528
Ac2_rdkit_conf_4,11,-0.67435,1.9754,120.9717,-0.369691,-0.1713,-0.64595,-0.337109,-0.138717,-0.76239,-0.481988,-0.283596
Ac2_rdkit_conf_4,12,0.21433,0.9549,30.6784,0.089314,0.033888,0.22378,0.09963,0.044205,0.21185,0.085587,0.030161
Ac2_rdkit_conf_4,13,0.21002,0.9564,31.1228,0.08892,0.035613,0.23555,0.109634,0.056328,0.1947,0.076461,0.023154
Ac2_rdkit_conf_4,14,0.21432,0.9549,30.6783,0.089312,0.033887,0.22378,0.099631,0.044206,0.21184,0.085583,0.030158
Ac2_rdkit_conf_4,15,0.23947,0.9435,29.2818,0.092671,0.032996,0.23241,0.097341,0.037667,0.24585,0.092086,0.032411
Ac2_rdkit_conf_4,16,0.21144,0.9562,30.9813,0.087426,0.032161,0.22294,0.098357,0.043092,0.20915,0.084466,0.029201
Ac2_rdkit_conf_4,16,0.21144,0.9562,30.9813,0.087426,0.032162,0.22295,0.098361,0.043098,0.20914,0.084462,0.029198
Ac2_rdkit_conf_4,17,0.2113,0.9559,31.1389,0.088011,0.034705,0.24669,0.114969,0.061664,0.19276,0.073824,0.020518
Ac2_rdkit_conf_4,16,0.21144,0.9562,30.9813,0.087426,0.032161,0.22294,0.098357,0.043092,0.20915,0.084466,0.029201
Ac2_rdkit_conf_4,16,0.21144,0.9562,30.9813,0.087426,0.032162,0.22295,0.098361,0.043098,0.20914,0.084462,0.029198
Ac2_rdkit_conf_4,19,0.21131,0.9559,31.1387,0.08802,0.034714,0.24669,0.114974,0.061669,0.19277,0.073835,0.02053
Ac2_rdkit_conf_4,20,0.23943,0.9435,29.2842,0.092669,0.033005,0.23239,0.09734,0.037677,0.24581,0.092084,0.03242
Ac2_rdkit_conf_4,21,0.43005,0.8166,26.9495,0.327753,0.121149,0.46994,0.400034,0.19343,0.42523,0.312216,0.105612
Ac2_rdkit_conf_4,22,0.23417,0.9468,28.0773,0.124933,0.055053,0.32003,0.185882,0.116002,0.13164,0.04746,-0.02242
Ac2_rdkit_conf_4,23,0.23418,0.9468,28.0772,0.124938,0.055057,0.32004,0.185885,0.116004,0.13158,0.047433,-0.022447
Ac2_rdkit_conf_4,24,0.4981,0.7549,25.7381,0.366118,0.189028,0.52485,0.395437,0.218347,0.4567,0.303559,0.126469
Ac4_rdkit_conf_3,0,-0.247,3.7836,120.9633,-0.121767,-0.000445,-0.26134,-0.092116,0.029206,-0.23891,-0.139676,-0.018354
Ac4_rdkit_conf_3,1,-0.49703,2.0915,257.1976,-0.244164,-0.15597,-0.41948,-0.172385,-0.084191,-0.5136,-0.264612,-0.176418
Ac4_rdkit_conf_3,2,0.32691,3.9385,1.2141,0.100302,0.08104,0.51114,0.211046,0.191784,0.25869,0.046362,0.0271
Ac4_rdkit_conf_3,3,-0.26125,3.962,41.7624,-0.101285,-0.050204,-0.16937,-0.018227,0.032854,-0.29048,-0.158267,-0.107186
Ac4_rdkit_conf_3,4,-0.1747,3.9622,29.9518,-0.082779,-0.027093,-0.18749,-0.028336,0.02735,-0.37304,-0.20044,-0.144754
Ac4_rdkit_conf_3,5,-0.23183,3.9605,42.6883,-0.10015,-0.044282,0.03184,0.053635,0.109503,-0.24037,-0.155837,-0.099969
Ac4_rdkit_conf_3,6,-0.1478,3.9531,29.5316,-0.075973,-0.024299,-0.10969,-0.005223,0.046451,-0.241,-0.14788,-0.096206
Ac4_rdkit_conf_3,7,-0.22243,4.0043,42.9358,-0.026488,-0.027745,-0.16462,0.030928,0.029671,-0.31818,-0.097231,-0.098488
Ac4_rdkit_conf_3,8,0.78645,3.8397,4.2490,0.266176,0.210603,0.75973,0.279335,0.223763,0.6874,0.169686,0.114114
Ac4_rdkit_conf_3,9,-0.59394,2.0154,-129.7155,-0.333293,-0.282048,-0.52493,-0.278354,-0.22711,-0.72679,-0.448247,-0.397003
Ac4_rdkit_conf_3,10,-0.6766,1.9736,112.7618,-0.360905,-0.163967,-0.66729,-0.344986,-0.148048,-0.71873,-0.41265,-0.215712
Ac4_rdkit_conf_3,11,0.16592,0.9743,28.3809,0.090456,0.030697,0.1848,0.111027,0.051269,0.15244,0.073178,0.01342
Ac4_rdkit_conf_3,12,0.19448,0.963,27.9349,0.107434,0.046527,0.23282,0.13916,0.078253,0.16273,0.081362,0.020455
Ac4_rdkit_conf_3,13,0.18114,0.9692,28.0096,0.092216,0.029024,0.20567,0.115253,0.052062,0.17668,0.081923,0.018732
Ac4_rdkit_conf_3,14,0.22465,0.9508,24.1049,0.108721,0.049086,0.26391,0.152148,0.092513,0.18705,0.070034,0.010399
Ac4_rdkit_conf_3,15,0.21721,0.9537,23.6975,0.10541,0.049264,0.26172,0.147335,0.091188,0.17844,0.045951,-0.010196
Ac4_rdkit_conf_3,16,0.21983,0.9524,24.0726,0.103477,0.047243,0.25188,0.160597,0.104364,0.18192,0.063666,0.007433
Ac4_rdkit_conf_3,17,0.23911,0.9438,22.9570,0.111384,0.049649,0.27856,0.15186,0.090125,0.21071,0.071816,0.010081
Ac4_rdkit_conf_3,18,0.49689,0.7559,25.4899,0.361236,0.182928,0.52212,0.387311,0.209002,0.46505,0.320868,0.14256
Ac5_rdkit_conf_2,0,-0.58732,3.8687,154.0394,-0.231253,-0.086343,-0.58529,-0.211264,-0.066354,-0.59191,-0.247589,-0.10268
Ac5_rdkit_conf_2,1,-0.17255,4.0169,134.7220,-0.003683,0.014206,-0.21911,0.00073,0.018619,-0.15453,-0.012679,0.005209
Ac5_rdkit_conf_2,2,-0.59803,3.864,159.2535,-0.227679,-0.081737,-0.60541,-0.217128,-0.071185,-0.59299,-0.239659,-0.093717
Ac5_rdkit_conf_2,3,0.80773,3.8237,-9.0503,0.266321,0.214162,0.80256,0.272657,0.220498,0.79648,0.252189,0.20003
Ac5_rdkit_conf_2,4,-0.58401,2.0352,-156.4288,-0.324794,-0.273989,-0.56683,-0.305818,-0.255013,-0.60017,-0.34516,-0.294355
Ac5_rdkit_conf_2,5,-0.6979,1.9515,114.3354,-0.373952,-0.172383,-0.67845,-0.352166,-0.150597,-0.71791,-0.398293,-0.196724
Ac5_rdkit_conf_2,6,-0.00096,4.0204,17.6619,-0.009204,0.000629,0.29798,0.121232,0.131064,-0.16159,-0.092567,-0.082734
Ac5_rdkit_conf_2,7,-0.218,3.9635,41.9577,-0.098569,-0.044356,-0.2094,-0.036588,0.017625,-0.19353,-0.145283,-0.091071
Ac5_rdkit_conf_2,8,-0.2041,3.965,37.6404,-0.098901,-0.042803,-0.14376,-0.0174,0.038697,-0.38355,-0.213501,-0.157403
Ac5_rdkit_conf_2,9,-0.21425,3.964,39.2775,-0.099773,-0.043698,0.05232,0.056858,0.112932,-0.38125,-0.212844,-0.15677
Ac5_rdkit_conf_2,10,-0.20335,3.9641,37.5405,-0.095656,-0.039642,-0.21105,-0.039417,0.016597,-0.18573,-0.150496,-0.094482
Ac5_rdkit_conf_2,11,-0.1959,3.9659,33.5447,-0.092074,-0.039125,-0.12753,-0.012345,0.040604,-0.39712,-0.200557,-0.147608
Ac5_rdkit_conf_2,12,0.21378,0.955,30.2973,0.086844,0.032234,0.22187,0.099071,0.044461,0.2112,0.073992,0.019382
Ac5_rdkit_conf_2,13,0.22196,0.9516,30.0276,0.088968,0.031993,0.26361,0.12116,0.064185,0.18882,0.060096,0.003121
Ac5_rdkit_conf_2,14,0.2147,0.9549,31.0601,0.088699,0.035177,0.22414,0.1011,0.047578,0.2082,0.075684,0.022162
Ac5_rdkit_conf_2,15,0.21415,0.9554,30.2623,0.090958,0.037333,0.22209,0.101783,0.048158,0.20454,0.078341,0.024717
Ac5_rdkit_conf_2,16,0.22056,0.9521,30.3068,0.091533,0.037183,0.22862,0.102686,0.048336,0.21439,0.079718,0.025368
Ac5_rdkit_conf_2,17,0.22442,0.9504,30.2700,0.090792,0.03465,0.25446,0.114818,0.058676,0.19723,0.067099,0.010958
Ac5_rdkit_conf_2,18,0.49648,0.7568,25.9398,0.358819,0.180933,0.5155,0.380256,0.202369,0.46813,0.330162,0.152276
Ac5_rdkit_conf_2,19,0.21225,0.9562,23.9155,0.096489,0.037864,0.2549,0.13497,0.076345,0.17462,0.062975,0.00435
Ac5_rdkit_conf_2,20,0.21246,0.9558,23.8883,0.09832,0.042182,0.25427,0.14512,0.088981,0.17317,0.037404,-0.018735
Ac5_rdkit_conf_2,21,0.21361,0.9552,24.0067,0.098914,0.042835,0.24548,0.15708,0.101001,0.17379,0.037985,-0.018094
Ac5_rdkit_conf_2,22,0.21375,0.9552,23.8733,0.099864,0.043708,0.25787,0.142484,0.086327,0.1751,0.059665,0.003509
Ac5_rdkit_conf_2,23,0.21055,0.9571,23.9044,0.099017,0.03899,0.25113,0.140122,0.080096,0.1746,0.043319,-0.016707
Ac7_rdkit_conf_2,0,-0.59583,2.0177,-142.4918,-0.332911,-0.28051,-0.18463,-0.037924,0.014477,-0.74223,-0.472438,-0.420037
Ac7_rdkit_conf_2,1,0.8057,3.8234,-7.4159,0.263316,0.214134,0.80965,0.352585,0.303404,0.62593,0.137557,0.088375
Ac7_rdkit_conf_2,2,-0.69186,1.9552,114.3919,-0.381251,-0.182033,-0.5734,-0.273647,-0.074429,-0.73638,-0.450296,-0.251078
Ac7_rdkit_conf_2,3,-0.32523,3.9679,140.5717,-0.08126,-0.022117,-0.26893,-0.03877,0.020373,-0.34573,-0.118775,-0.059633
Ac7_rdkit_conf_2,4,-0.39244,3.923,156.8015,-0.157833,-0.051409,-0.39804,-0.142587,-0.036163,-0.39228,-0.171927,-0.065503
Ac7_rdkit_conf_2,5,-0.39519,3.9293,159.2515,-0.160621,-0.05059,-0.38905,-0.137643,-0.027612,-0.40851,-0.186656,-0.076625
Ac7_rdkit_conf_2,6,-0.3961,3.9297,158.3839,-0.161717,-0.051495,-0.4028,-0.14318,-0.032958,-0.39254,-0.176446,-0.066223
Ac7_rdkit_conf_2,7,-0.39466,3.9293,157.7258,-0.159404,-0.049276,-0.37998,-0.126424,-0.016296,-0.41455,-0.189778,-0.079649
Ac7_rdkit_conf_2,8,-0.38543,3.921,152.7844,-0.154206,-0.047595,-0.36764,-0.122799,-0.016188,-0.39537,-0.179501,-0.07289
Ac7_rdkit_conf_2,9,0.49294,0.7603,26.0999,0.356769,0.179228,0.52544,0.406909,0.229368,0.44253,0.300033,0.122492
Ac7_rdkit_conf_2,10,0.22061,0.9536,29.8866,0.103147,0.039194,0.27672,0.143734,0.079781,0.04075,-0.013773,-0.077726
Ac7_rdkit_conf_2,11,0.21698,0.9539,30.2555,0.089853,0.032695,0.24697,0.11599,0.058832,0.19461,0.06351,0.006351
Ac7_rdkit_conf_2,12,0.21139,0.9572,30.5351,0.090299,0.030894,0.22225,0.106342,0.046937,0.19584,0.072038,0.012633
Ac7_rdkit_conf_2,13,0.19128,0.9653,30.9155,0.081904,0.026213,0.21459,0.102102,0.046411,0.13193,0.023604,-0.032087
Ac7_rdkit_conf_2,14,0.21072,0.9567,30.2898,0.086661,0.03195,0.24742,0.116126,0.061415,0.16764,0.050747,-0.003963
Ac7_rdkit_conf_2,15,0.20825,0.9577,30.3902,0.085008,0.030393,0.2571,0.121381,0.066766,0.17428,0.053328,-0.001287
Ac7_rdkit_conf_2,16,0.19375,0.9644,30.9191,0.083588,0.027856,0.2112,0.100181,0.044449,0.17673,0.065432,0.009699
Ac7_rdkit_conf_2,17,0.19339,0.9646,30.7997,0.083733,0.027971,0.21705,0.105628,0.049865,0.13095,0.023067,-0.032696
Ac7_rdkit_conf_2,18,0.21057,0.9568,30.2741,0.086794,0.032117,0.26538,0.128804,0.074128,0.17694,0.055198,0.000521
Ac7_rdkit_conf_2,19,0.20052,0.9617,30.8991,0.088637,0.03108,0.2254,0.110106,0.052549,0.17775,0.062215,0.004658
Ac7_rdkit_conf_2,20,0.22064,0.9524,29.8515,0.089493,0.031301,0.24531,0.113086,0.054894,0.19172,0.052859,-0.005333
