File,atom1,atom2,bonding
Ac7_rdkit_conf_2,17,2,0.0000
Ac7_rdkit_conf_2,17,3,0.0010
Ac7_rdkit_conf_2,18,0,0.0007
Ac7_rdkit_conf_2,18,1,0.0007
Ac7_rdkit_conf_2,18,2,0.0001
Ac7_rdkit_conf_2,18,3,0.0096
Ac7_rdkit_conf_2,19,0,0.0005
Ac7_rdkit_conf_2,19,1,0.0011
Ac7_rdkit_conf_2,19,2,0.0002
Ac7_rdkit_conf_2,19,3,0.0019
Ac7_rdkit_conf_2,20,0,0.0003
Ac7_rdkit_conf_2,20,1,0.0015
Ac7_rdkit_conf_2,20,2,0.0003
Ac7_rdkit_conf_2,20,3,0.0008
Ac5_rdkit_conf_1,1,0,0.9980
Ac5_rdkit_conf_1,2,1,0.9921
Ac5_rdkit_conf_1,3,0,0.0095
Ac5_rdkit_conf_1,3,1,0.9260
Ac5_rdkit_conf_1,3,2,0.0070
Ac5_rdkit_conf_1,4,0,0.0122
Ac5_rdkit_conf_1,4,1,0.0510
Ac5_rdkit_conf_1,4,2,0.0042
Ac5_rdkit_conf_1,4,3,1.7724
Ac5_rdkit_conf_1,5,0,0.0025
Ac5_rdkit_conf_1,5,1,0.0152
Ac5_rdkit_conf_1,5,2,0.0077
Ac5_rdkit_conf_1,5,3,1.0454
Ac5_rdkit_conf_1,5,4,0.1509
Ac5_rdkit_conf_1,6,1,0.9723
Ac5_rdkit_conf_1,6,3,0.0125
Ac5_rdkit_conf_1,6,4,0.0134
Ac5_rdkit_conf_1,6,5,0.0034
Ac5_rdkit_conf_1,7,1,0.0061
Ac5_rdkit_conf_1,7,3,0.0058
Ac5_rdkit_conf_1,7,4,0.0025
Ac5_rdkit_conf_1,7,5,0.0014
Ac5_rdkit_conf_1,8,1,0.0095
Ac5_rdkit_conf_1,8,3,0.0006
Ac5_rdkit_conf_1,8,4,0.0003
Ac5_rdkit_conf_1,8,5,0.0002
Ac5_rdkit_conf_1,9,1,0.0013
Ac5_rdkit_conf_1,9,3,0.0027
Ac5_rdkit_conf_1,9,4,0.0010
Ac5_rdkit_conf_1,9,5,0.0007
Ac5_rdkit_conf_1,10,1,0.0090
Ac5_rdkit_conf_1,10,3,0.0007
Ac5_rdkit_conf_1,10,4,0.0008
Ac5_rdkit_conf_1,10,5,0.0002
Ac5_rdkit_conf_1,11,1,0.0062
Ac5_rdkit_conf_1,11,3,0.0097
Ac5_rdkit_conf_1,11,4,0.0020
Ac5_rdkit_conf_1,11,5,0.0013
Ac5_rdkit_conf_1,12,1,0.0011
Ac5_rdkit_conf_1,12,3,0.0010
Ac5_rdkit_conf_1,12,4,0.0002
Ac5_rdkit_conf_1,12,5,0.0002
Ac5_rdkit_conf_1,13,1,0.0011
Ac5_rdkit_conf_1,13,3,0.0013
Ac5_rdkit_conf_1,13,4,0.0004
Ac5_rdkit_conf_1,13,5,0.0002
Ac5_rdkit_conf_1,14,1,0.0014
Ac5_rdkit_conf_1,14,3,0.0108
Ac5_rdkit_conf_1,14,4,0.0019
Ac5_rdkit_conf_1,14,5,0.0019
Ac5_rdkit_conf_1,15,1,0.0013
Ac5_rdkit_conf_1,15,3,0.0110
Ac5_rdkit_conf_1,15,4,0.0017
Ac5_rdkit_conf_1,15,5,0.0003
Ac5_rdkit_conf_1,16,1,0.0011
Ac5_rdkit_conf_1,16,3,0.0013
Ac5_rdkit_conf_1,16,4,0.0002
Ac5_rdkit_conf_1,16,5,0.0003
Ac5_rdkit_conf_1,17,1,0.0010
Ac5_rdkit_conf_1,17,3,0.0010
Ac5_rdkit_conf_1,17,4,0.0002
Ac5_rdkit_conf_1,17,5,0.0002
Ac5_rdkit_conf_1,18,1,0.0156
Ac5_rdkit_conf_1,18,3,0.0021
Ac5_rdkit_conf_1,18,4,0.0044
Ac5_rdkit_conf_1,18,5,0.7330
Ac5_rdkit_conf_1,19,1,0.0024
Ac5_rdkit_conf_1,19,3,0.0004
Ac5_rdkit_conf_1,19,4,0.0005
Ac5_rdkit_conf_1,19,5,0.0003
Ac5_rdkit_conf_1,20,1,0.0003
Ac5_rdkit_conf_1,20,3,0.0000
Ac5_rdkit_conf_1,20,4,0.0001
Ac5_rdkit_conf_1,20,5,0.0000
Ac5_rdkit_conf_1,21,1,0.0006
Ac5_rdkit_conf_1,21,3,0.0000
Ac5_rdkit_conf_1,21,4,0.0000
Ac5_rdkit_conf_1,21,5,0.0000
Ac5_rdkit_conf_1,22,1,0.0003
Ac5_rdkit_conf_1,22,3,0.0002
Ac5_rdkit_conf_1,22,4,0.0001
Ac5_rdkit_conf_1,22,5,0.0000
Ac5_rdkit_conf_1,23,1,0.0027
Ac5_rdkit_conf_1,23,3,0.0003
Ac5_rdkit_conf_1,23,4,0.0002
Ac5_rdkit_conf_1,23,5,0.0000
Ac7_rdkit_conf_3,1,0,1.7813
Ac7_rdkit_conf_3,2,0,0.1505
Ac7_rdkit_conf_3,2,1,1.0333
Ac7_rdkit_conf_3,3,0,0.0480
Ac7_rdkit_conf_3,3,1,0.9632
Ac7_rdkit_conf_3,3,2,0.0151
Ac7_rdkit_conf_3,4,0,0.0131
Ac7_rdkit_conf_3,4,1,0.0091
Ac7_rdkit_conf_3,4,2,0.0026
Ac7_rdkit_conf_3,4,3,0.9919
Ac7_rdkit_conf_3,5,0,0.0018
Ac7_rdkit_conf_3,5,1,0.0084
Ac7_rdkit_conf_3,5,2,0.0013
Ac7_rdkit_conf_3,5,3,0.0046
Ac7_rdkit_conf_3,6,0,0.0001
Ac7_rdkit_conf_3,6,1,0.0002
Ac7_rdkit_conf_3,6,2,0.0000
Ac7_rdkit_conf_3,6,3,0.0024
Ac7_rdkit_conf_3,7,0,0.0018
Ac7_rdkit_conf_3,7,1,0.0084
Ac7_rdkit_conf_3,7,2,0.0013
Ac7_rdkit_conf_3,7,3,0.0046
Ac7_rdkit_conf_3,8,0,0.0131
Ac7_rdkit_conf_3,8,1,0.0091
Ac7_rdkit_conf_3,8,2,0.0026
Ac7_rdkit_conf_3,8,3,0.9919
Ac7_rdkit_conf_3,9,0,0.0051
Ac7_rdkit_conf_3,9,1,0.0020
Ac7_rdkit_conf_3,9,2,0.7349
Ac7_rdkit_conf_3,9,3,0.0150
Ac7_rdkit_conf_3,10,0,0.0019
Ac7_rdkit_conf_3,10,1,0.0023
Ac7_rdkit_conf_3,10,2,0.0063
Ac7_rdkit_conf_3,10,3,0.9049
Ac7_rdkit_conf_3,11,0,0.0004
Ac7_rdkit_conf_3,11,1,0.0012
Ac7_rdkit_conf_3,11,2,0.0002
Ac7_rdkit_conf_3,11,3,0.0008
Ac7_rdkit_conf_3,12,0,0.0003
Ac7_rdkit_conf_3,12,1,0.0014
Ac7_rdkit_conf_3,12,2,0.0004
Ac7_rdkit_conf_3,12,3,0.0019
Ac7_rdkit_conf_3,13,0,0.0007
Ac7_rdkit_conf_3,13,1,0.0007
Ac7_rdkit_conf_3,13,2,0.0001
Ac7_rdkit_conf_3,13,3,0.0094
Ac7_rdkit_conf_3,14,0,0.0001
Ac7_rdkit_conf_3,14,1,0.0002
Ac7_rdkit_conf_3,14,2,0.0001
Ac7_rdkit_conf_3,14,3,0.0010
Ac7_rdkit_conf_3,15,0,0.0000
Ac7_rdkit_conf_3,15,1,0.0000
Ac7_rdkit_conf_3,15,2,0.0000
Ac7_rdkit_conf_3,15,3,0.0001
Ac7_rdkit_conf_3,16,0,0.0000
Ac7_rdkit_conf_3,16,1,0.0003
Ac7_rdkit_conf_3,16,2,0.0000
Ac7_rdkit_conf_3,16,3,0.0002
Ac7_rdkit_conf_3,17,0,0.0007
Ac7_rdkit_conf_3,17,1,0.0007
Ac7_rdkit_conf_3,17,2,0.0001
Ac7_rdkit_conf_3,17,3,0.0094
Ac7_rdkit_conf_3,18,0,0.0001
Ac7_rdkit_conf_3,18,1,0.0002
Ac7_rdkit_conf_3,18,2,0.0001
Ac7_rdkit_conf_3,18,3,0.0010
Ac7_rdkit_conf_3,19,0,0.0004
Ac7_rdkit_conf_3,19,1,0.0012
Ac7_rdkit_conf_3,19,2,0.0002
Ac7_rdkit_conf_3,19,3,0.0008
Ac7_rdkit_conf_3,20,0,0.0003
Ac7_rdkit_conf_3,20,1,0.0014
Ac7_rdkit_conf_3,20,2,0.0004
Ac7_rdkit_conf_3,20,3,0.0019
