,File,atom,nbo_charge,nmr_shielding,neut_nat,neut_cm5,neut_mulliken,neut_hirsfeld,ox_nat,ox_cm5,ox_mulliken,ox_hirsfeld,red_nat,red_cm5,red_mulliken,red_hirsfeld
135,Ac4_rdkit_conf_1,13,0.20434,27.7626,0.20434,0.114886,0.161199,0.053515,0.24267,0.147452,0.208824,0.086081,0.17649,0.091314,0.126338,0.029943
136,Ac4_rdkit_conf_1,14,0.22171,24.4495,0.22171,0.101023,0.162214,0.040492,0.25454,0.139102,0.216755,0.078571,0.18673,0.064019,0.101233,0.003488
137,Ac4_rdkit_conf_1,15,0.21522,23.7322,0.21522,0.104409,0.14808,0.048206,0.25718,0.144436,0.208096,0.088233,0.17625,0.044501,0.075432,-0.011702
138,Ac4_rdkit_conf_1,16,0.21899,24.3711,0.21899,0.10076,0.144748,0.044496,0.25181,0.154931,0.21694,0.098668,0.18093,0.061642,0.075511,0.005378
139,Ac4_rdkit_conf_1,17,0.2366,22.8791,0.2366,0.108916,0.16944,0.045008,0.27625,0.144341,0.223908,0.080433,0.20571,0.066247,0.111324,0.002339
140,Ac4_rdkit_conf_1,18,0.49649,26.1047,0.49649,0.357245,0.334826,0.178579,0.51994,0.383739,0.368775,0.205073,0.46597,0.318209,0.285674,0.139543
141,Ac4_rdkit_conf_2,0,-0.25614,131.0469,-0.25614,-0.114468,-0.316857,0.007971,-0.28701,-0.083386,-0.343483,0.039053,-0.24589,-0.133168,-0.293005,-0.010729
142,Ac4_rdkit_conf_2,1,-0.45132,216.7696,-0.45132,-0.213012,-0.249586,-0.123154,-0.28242,-0.093972,-0.101393,-0.004114,-0.4696,-0.232885,-0.263325,-0.143026
143,Ac4_rdkit_conf_2,2,0.34678,4.8207,0.34678,0.107965,0.265857,0.087065,0.42083,0.184353,0.326046,0.163453,0.30054,0.059237,0.193587,0.038337
144,Ac4_rdkit_conf_2,3,-0.31657,59.4555,-0.31657,-0.119963,-0.250046,-0.0674,-0.21377,-0.043574,-0.169697,0.008989,-0.36517,-0.180559,-0.267804,-0.127996
145,Ac4_rdkit_conf_2,4,-0.15957,29.0971,-0.15957,-0.08322,-0.134258,-0.027333,-0.16142,-0.027737,-0.111893,0.02815,-0.36262,-0.202141,-0.280489,-0.146254
146,Ac4_rdkit_conf_2,5,-0.25398,47.8417,-0.25398,-0.109977,-0.165505,-0.05402,-0.01319,0.029862,-0.025308,0.085819,-0.2475,-0.162296,-0.153632,-0.106339
147,Ac4_rdkit_conf_2,6,-0.13309,27.4445,-0.13309,-0.074131,-0.126881,-0.022562,-0.14357,-0.024391,-0.088953,0.027179,-0.25301,-0.155379,-0.249682,-0.103809
148,Ac4_rdkit_conf_2,7,-0.23274,50.7594,-0.23274,-0.032773,-0.048537,-0.034401,-0.1163,0.037121,-0.015062,0.035493,-0.32527,-0.102507,-0.072585,-0.104136
149,Ac4_rdkit_conf_2,8,0.78413,4.1590,0.78413,0.261759,0.337623,0.20623,0.75402,0.277187,0.353055,0.221658,0.69393,0.169988,0.256161,0.114459
150,Ac4_rdkit_conf_2,9,-0.60694,-116.4169,-0.60694,-0.341144,-0.346175,-0.288714,-0.52952,-0.280244,-0.278137,-0.227814,-0.73303,-0.449068,-0.458144,-0.396639
151,Ac4_rdkit_conf_2,10,-0.66191,108.7547,-0.66191,-0.367158,-0.390537,-0.174029,-0.65527,-0.351961,-0.385569,-0.158833,-0.70339,-0.420497,-0.437799,-0.227368
152,Ac4_rdkit_conf_2,11,0.20214,27.8148,0.20214,0.113112,0.157209,0.051769,0.24062,0.145808,0.205396,0.084465,0.17403,0.089305,0.121659,0.027962
153,Ac4_rdkit_conf_2,12,0.17411,28.3727,0.17411,0.098281,0.152272,0.038479,0.21221,0.130487,0.19917,0.070685,0.15855,0.080378,0.122345,0.020576
154,Ac4_rdkit_conf_2,13,0.17397,28.3880,0.17397,0.098065,0.152245,0.03827,0.21198,0.130256,0.198934,0.070461,0.15846,0.080158,0.122453,0.020364
155,Ac4_rdkit_conf_2,14,0.22101,24.4862,0.22101,0.100533,0.16189,0.03991,0.254,0.13834,0.216216,0.077718,0.18586,0.063582,0.10112,0.002959
156,Ac4_rdkit_conf_2,15,0.21511,23.6838,0.21511,0.104345,0.148213,0.048149,0.25704,0.144503,0.208364,0.088307,0.17617,0.044599,0.075566,-0.011597
157,Ac4_rdkit_conf_2,16,0.21965,24.2976,0.21965,0.101606,0.145623,0.045351,0.25235,0.155639,0.217694,0.099384,0.18175,0.06272,0.077052,0.006465
158,Ac4_rdkit_conf_2,17,0.24242,22.6731,0.24242,0.111802,0.176776,0.048791,0.28054,0.146807,0.227693,0.083796,0.21482,0.06997,0.125525,0.00696
159,Ac4_rdkit_conf_2,18,0.49293,25.4724,0.49293,0.358406,0.330674,0.179655,0.51888,0.384924,0.366928,0.206174,0.46137,0.318597,0.280997,0.139847
160,Ac3_rdkit_conf_1,0,-0.57395,-127.6635,-0.57395,-0.317972,-0.308812,-0.267438,-0.49852,-0.259079,-0.242019,-0.208546,-0.70195,-0.428023,-0.423364,-0.37749
161,Ac3_rdkit_conf_1,1,0.77863,7.6059,0.77863,0.268478,0.337605,0.213222,0.74424,0.28231,0.343719,0.227055,0.7064,0.183761,0.271997,0.128505
162,Ac3_rdkit_conf_1,2,-0.68048,125.1630,-0.68048,-0.364223,-0.41154,-0.166138,-0.667,-0.34382,-0.396256,-0.145735,-0.71689,-0.411169,-0.45301,-0.213084
163,Ac3_rdkit_conf_1,3,-0.1645,34.9610,-0.1645,-0.009055,0.022682,-0.00587,-0.08899,0.060587,0.075689,0.063771,-0.29027,-0.088967,-0.051131,-0.085782
164,Ac3_rdkit_conf_1,4,-0.12394,34.2300,-0.12394,-0.056189,-0.183667,-0.008674,-0.1245,-0.000295,-0.134498,0.04722,-0.16573,-0.10945,-0.258649,-0.061935
165,Ac3_rdkit_conf_1,5,-0.1415,30.7739,-0.1415,-0.020983,0.019684,-0.018689,0.1543,0.122042,0.121131,0.124336,-0.17844,-0.072724,0.037773,-0.070431
166,Ac3_rdkit_conf_1,6,0.97997,55.1002,0.97997,0.343581,0.514679,0.28851,0.94033,0.363034,0.525424,0.307964,0.98174,0.326091,0.49995,0.271021
167,Ac3_rdkit_conf_1,7,-0.31725,265.8609,-0.31725,-0.120638,-0.171224,-0.097507,-0.28839,-0.089467,-0.131927,-0.066335,-0.3352,-0.143777,-0.195911,-0.120645
168,Ac3_rdkit_conf_1,8,-0.32122,239.8121,-0.32122,-0.133159,-0.174171,-0.111509,-0.28583,-0.095101,-0.12928,-0.073452,-0.34238,-0.158006,-0.200932,-0.136357
169,Ac3_rdkit_conf_1,9,-0.32121,239.6429,-0.32121,-0.133207,-0.174111,-0.111567,-0.28578,-0.09511,-0.129198,-0.07347,-0.34239,-0.158075,-0.200887,-0.136435
170,Ac3_rdkit_conf_1,10,-0.13676,37.0023,-0.13676,-0.061767,-0.189149,-0.014409,-0.10774,0.002317,-0.093705,0.049674,-0.35007,-0.17894,-0.371356,-0.131583
171,Ac3_rdkit_conf_1,11,-0.14204,30.5936,-0.14204,-0.021478,0.003323,-0.01911,-0.11352,0.032306,0.009415,0.034674,-0.1558,-0.068211,0.027529,-0.065843
172,Ac3_rdkit_conf_1,12,0.98023,55.0777,0.98023,0.343611,0.514653,0.288588,0.97037,0.356465,0.52221,0.301442,0.98298,0.329658,0.500983,0.274635
173,Ac3_rdkit_conf_1,13,-0.31935,265.5458,-0.31935,-0.122213,-0.173765,-0.099032,-0.29607,-0.096068,-0.142161,-0.072886,-0.33743,-0.144653,-0.198168,-0.121472
174,Ac3_rdkit_conf_1,14,-0.3205,240.1409,-0.3205,-0.132426,-0.173484,-0.110745,-0.29614,-0.10519,-0.14068,-0.083509,-0.33992,-0.156576,-0.198664,-0.134895
175,Ac3_rdkit_conf_1,15,-0.32048,239.1507,-0.32048,-0.132775,-0.173145,-0.111153,-0.29591,-0.105407,-0.14014,-0.083785,-0.34005,-0.157024,-0.198451,-0.135403
176,Ac3_rdkit_conf_1,16,-0.12645,32.5408,-0.12645,-0.059162,-0.22356,-0.011787,0.13248,0.09098,-0.062819,0.138355,-0.21393,-0.131183,-0.325245,-0.083808
177,Ac3_rdkit_conf_1,17,0.50406,25.4242,0.50406,0.36852,0.345911,0.191163,0.53028,0.39591,0.381095,0.218553,0.47304,0.330248,0.298923,0.152891
178,Ac3_rdkit_conf_1,18,0.26256,22.3517,0.26256,0.121678,0.20984,0.057996,0.30253,0.157505,0.259673,0.093823,0.23291,0.089143,0.161326,0.02546
179,Ac3_rdkit_conf_1,19,0.25119,23.0004,0.25119,0.118695,0.194281,0.057465,0.29163,0.156526,0.246713,0.095296,0.21378,0.065385,0.136408,0.004154
180,Ac3_rdkit_conf_1,20,0.253,22.5460,0.253,0.120701,0.19397,0.056703,0.28224,0.169571,0.257615,0.105573,0.21961,0.082516,0.140879,0.018518
181,Ac2_rdkit_conf_3,0,-0.60979,152.8667,,,,,,,,,,,,
182,Ac2_rdkit_conf_3,1,0.2699,103.9154,,,,,,,,,,,,
183,Ac2_rdkit_conf_3,2,-0.63957,159.4183,,,,,,,,,,,,
184,Ac2_rdkit_conf_3,3,-0.64038,159.4569,,,,,,,,,,,,
185,Ac2_rdkit_conf_3,4,-0.53124,118.3872,,,,,,,,,,,,
186,Ac2_rdkit_conf_3,5,0.9061,15.5136,,,,,,,,,,,,
187,Ac2_rdkit_conf_3,6,-0.65984,-15.8153,,,,,,,,,,,,
188,Ac2_rdkit_conf_3,7,-0.62645,164.9369,,,,,,,,,,,,
189,Ac2_rdkit_conf_3,8,-0.3323,141.7076,,,,,,,,,,,,
190,Ac2_rdkit_conf_3,9,0.78146,-2.1872,,,,,,,,,,,,
191,Ac2_rdkit_conf_3,10,-0.58784,-140.8976,,,,,,,,,,,,
192,Ac2_rdkit_conf_3,11,-0.68385,123.4272,,,,,,,,,,,,
193,Ac2_rdkit_conf_3,12,0.21382,30.6848,,,,,,,,,,,,
194,Ac2_rdkit_conf_3,13,0.21477,30.6315,,,,,,,,,,,,
195,Ac2_rdkit_conf_3,14,0.21044,31.1084,,,,,,,,,,,,
196,Ac2_rdkit_conf_3,15,0.21164,30.9685,,,,,,,,,,,,
197,Ac2_rdkit_conf_3,16,0.23914,29.3268,,,,,,,,,,,,
198,Ac2_rdkit_conf_3,17,0.21155,31.1257,,,,,,,,,,,,
199,Ac2_rdkit_conf_3,18,0.21614,30.8701,,,,,,,,,,,,
200,Ac2_rdkit_conf_3,19,0.2108,31.1571,,,,,,,,,,,,
201,Ac2_rdkit_conf_3,20,0.23931,29.3627,,,,,,,,,,,,
202,Ac2_rdkit_conf_3,21,0.40459,27.7735,,,,,,,,,,,,
203,Ac2_rdkit_conf_3,22,0.23103,28.8533,,,,,,,,,,,,
204,Ac2_rdkit_conf_3,23,0.25446,27.6998,,,,,,,,,,,,
205,Ac2_rdkit_conf_3,24,0.49611,25.9034,,,,,,,,,,,,
206,Ac7_rdkit_conf_1,0,-0.60004,-158.1231,-0.60004,-0.328833,-0.319727,-0.273962,-0.14581,-0.005718,0.014297,0.049153,-0.74184,-0.456808,-0.446544,-0.401938
207,Ac7_rdkit_conf_1,1,0.8011,-6.3576,0.8011,0.264272,0.298616,0.215384,0.80533,0.355803,0.358352,0.306915,0.64028,0.151023,0.161253,0.102135
208,Ac7_rdkit_conf_1,2,-0.69428,111.5659,-0.69428,-0.37723,-0.413396,-0.176558,-0.56514,-0.262174,-0.282737,-0.061503,-0.73772,-0.436745,-0.463367,-0.236073
209,Ac7_rdkit_conf_1,3,-0.32837,143.7398,-0.32837,-0.079134,-0.113675,-0.019835,-0.28128,-0.038743,-0.084615,0.020556,-0.33704,-0.122368,0.228434,-0.063069
210,Ac7_rdkit_conf_1,4,-0.392,157.9928,-0.392,-0.157558,-0.301114,-0.051032,-0.40472,-0.144625,-0.371841,-0.0381,-0.40568,-0.182141,-0.111466,-0.075616
211,Ac7_rdkit_conf_1,5,-0.40344,162.6946,-0.40344,-0.162708,-0.311686,-0.053164,-0.39763,-0.147618,-0.323656,-0.038075,-0.39847,-0.175512,-0.348472,-0.065968
212,Ac7_rdkit_conf_1,6,-0.39614,158.1287,-0.39614,-0.162644,-0.273211,-0.052688,-0.40739,-0.148905,-0.291432,-0.038949,-0.39771,-0.178186,-0.124688,-0.068229
213,Ac7_rdkit_conf_1,7,-0.40092,160.9954,-0.40092,-0.161594,-0.286491,-0.052322,-0.40391,-0.148706,-0.301511,-0.039434,-0.40447,-0.180579,-0.355443,-0.071307
214,Ac7_rdkit_conf_1,8,-0.3891,155.5148,-0.3891,-0.158002,-0.315721,-0.051309,-0.39472,-0.132839,-0.334534,-0.026146,-0.42506,-0.194903,0.105546,-0.08821
215,Ac7_rdkit_conf_1,9,0.49412,25.9298,0.49412,0.357334,0.334023,0.179541,0.52526,0.408261,0.382687,0.230468,0.46053,0.312652,0.273822,0.134859
216,Ac7_rdkit_conf_1,10,0.23729,29.5149,0.23729,0.107135,0.161298,0.045068,0.30908,0.157559,0.2422,0.095492,0.04091,-0.025741,-0.369376,-0.087808
217,Ac7_rdkit_conf_1,11,0.19912,30.8699,0.19912,0.084927,0.154315,0.028727,0.24876,0.121325,0.212967,0.065126,0.13244,0.021763,-0.049686,-0.034436
218,Ac7_rdkit_conf_1,12,0.22547,29.8106,0.22547,0.091082,0.164169,0.032384,0.23284,0.10695,0.212401,0.048252,0.20577,0.064844,0.089668,0.006147
219,Ac7_rdkit_conf_1,13,0.20867,30.5917,0.20867,0.085522,0.140586,0.030716,0.2464,0.114437,0.195928,0.059632,0.16935,0.054549,0.086547,-0.000257
220,Ac7_rdkit_conf_1,14,0.21081,30.3197,0.21081,0.086211,0.177197,0.026635,0.20956,0.095775,0.190235,0.0362,0.20816,0.073368,0.156,0.013793
221,Ac7_rdkit_conf_1,15,0.2082,30.4087,0.2082,0.08472,0.141104,0.030078,0.24434,0.112679,0.190051,0.058037,0.17805,0.058816,0.079866,0.004173
222,Ac7_rdkit_conf_1,16,0.18944,30.9256,0.18944,0.080471,0.140262,0.024826,0.22027,0.10506,0.187278,0.049415,0.1608,0.044421,0.010018,-0.011224
223,Ac7_rdkit_conf_1,17,0.21055,30.5213,0.21055,0.086165,0.142866,0.031431,0.24644,0.113932,0.194638,0.059199,0.16868,0.046614,0.06415,-0.008119
224,Ac7_rdkit_conf_1,18,0.19434,30.9048,0.19434,0.083448,0.155132,0.025822,0.20231,0.093706,0.173443,0.036079,0.19138,0.067587,0.107877,0.009961
225,Ac7_rdkit_conf_1,19,0.22456,29.6529,0.22456,0.089416,0.17029,0.029627,0.24345,0.110292,0.211984,0.050503,0.20411,0.058721,0.092851,-0.001069
226,Ac7_rdkit_conf_1,20,0.20062,30.6383,0.20062,0.087025,0.155163,0.030656,0.26657,0.133573,0.223866,0.077205,0.08754,-0.001354,-0.186992,-0.057722
227,Ac2_rdkit_conf_4,0,-0.60934,152.6239,-0.60934,-0.234316,-0.405016,-0.089787,-0.61837,-0.224624,-0.392986,-0.080095,-0.60601,-0.238944,-0.413916,-0.094415
228,Ac2_rdkit_conf_4,1,0.26949,104.8364,0.26949,0.086359,0.108524,0.096327,0.26932,0.091408,0.031025,0.101377,0.26724,0.08466,0.141814,0.094629
229,Ac2_rdkit_conf_4,2,-0.63989,159.3685,-0.63989,-0.239163,-0.453433,-0.094598,-0.642,-0.226744,-0.439096,-0.082178,-0.63797,-0.242853,-0.45827,-0.098287
230,Ac2_rdkit_conf_4,3,-0.63988,159.3683,-0.63988,-0.239153,-0.453411,-0.094586,-0.64198,-0.22673,-0.439049,-0.082163,-0.63796,-0.242843,-0.458248,-0.098276
231,Ac2_rdkit_conf_4,4,-0.53197,125.5958,-0.53197,-0.210098,-0.306912,-0.140066,-0.46407,-0.163084,-0.242724,-0.093051,-0.54117,-0.21973,-0.313265,-0.149698
232,Ac2_rdkit_conf_4,5,0.89611,19.4012,0.89611,0.353118,0.524849,0.225903,0.815,0.394289,0.483949,0.267073,0.87014,0.332285,0.504437,0.20507
233,Ac2_rdkit_conf_4,6,-0.66808,-9.2220,-0.66808,-0.351071,-0.427082,-0.300999,-0.46951,-0.216222,-0.257767,-0.16615,-0.70487,-0.383671,-0.462039,-0.333599
234,Ac2_rdkit_conf_4,7,-0.63467,168.6977,-0.63467,-0.460196,-0.391112,-0.103855,-0.14612,-0.197696,-0.048116,0.158646,-0.60787,-0.456279,-0.35558,-0.099937
235,Ac2_rdkit_conf_4,8,-0.32031,141.3316,-0.32031,-0.032991,-0.175177,0.001307,-0.39484,0.011696,-0.211261,0.045994,-0.28255,-0.089523,-0.149539,-0.055225
236,Ac2_rdkit_conf_4,9,0.78989,-1.6468,0.78989,0.273672,0.3454,0.219839,0.76982,0.283075,0.337042,0.229241,0.41527,0.032732,0.103733,-0.021102
237,Ac2_rdkit_conf_4,10,-0.59656,-134.5123,-0.59656,-0.323982,-0.333228,-0.271608,-0.55335,-0.285741,-0.286543,-0.233367,-0.83088,-0.552902,-0.559384,-0.500528
238,Ac2_rdkit_conf_4,11,-0.67435,120.9717,-0.67435,-0.369691,-0.400986,-0.1713,-0.64595,-0.337109,-0.367705,-0.138717,-0.76239,-0.481988,-0.510062,-0.283596
239,Ac2_rdkit_conf_4,12,0.21433,30.6784,0.21433,0.089314,0.151336,0.033888,0.22378,0.09963,0.168858,0.044205,0.21185,0.085587,0.145845,0.030161
240,Ac2_rdkit_conf_4,13,0.21002,31.1228,0.21002,0.08892,0.140198,0.035613,0.23555,0.109634,0.171969,0.056328,0.1947,0.076461,0.118693,0.023154
241,Ac2_rdkit_conf_4,14,0.21432,30.6783,0.21432,0.089312,0.151336,0.033887,0.22378,0.099631,0.168863,0.044206,0.21184,0.085583,0.145839,0.030158
242,Ac2_rdkit_conf_4,15,0.23947,29.2818,0.23947,0.092671,0.184101,0.032996,0.23241,0.097341,0.183962,0.037667,0.24585,0.092086,0.18691,0.032411
243,Ac2_rdkit_conf_4,16,0.21144,30.9813,0.21144,0.087426,0.150067,0.032161,0.22294,0.098357,0.171017,0.043092,0.20915,0.084466,0.145014,0.029201
244,Ac2_rdkit_conf_4,16,0.21144,30.9813,0.21144,0.087426,0.150074,0.032162,0.22295,0.098361,0.17103,0.043098,0.20914,0.084462,0.14501,0.029198
245,Ac2_rdkit_conf_4,17,0.2113,31.1389,0.2113,0.088011,0.145628,0.034705,0.24669,0.114969,0.186758,0.061664,0.19276,0.073824,0.11979,0.020518
246,Ac2_rdkit_conf_4,16,0.21144,30.9813,0.21144,0.087426,0.150067,0.032161,0.22294,0.098357,0.171017,0.043092,0.20915,0.084466,0.145014,0.029201
247,Ac2_rdkit_conf_4,16,0.21144,30.9813,0.21144,0.087426,0.150074,0.032162,0.22295,0.098361,0.17103,0.043098,0.20914,0.084462,0.14501,0.029198
248,Ac2_rdkit_conf_4,19,0.21131,31.1387,0.21131,0.08802,0.145637,0.034714,0.24669,0.114974,0.18676,0.061669,0.19277,0.073835,0.119809,0.02053
249,Ac2_rdkit_conf_4,20,0.23943,29.2842,0.23943,0.092669,0.184071,0.033005,0.23239,0.09734,0.183938,0.037677,0.24581,0.092084,0.186878,0.03242
250,Ac2_rdkit_conf_4,21,0.43005,26.9495,0.43005,0.327753,0.269468,0.121149,0.46994,0.400034,0.339061,0.19343,0.42523,0.312216,0.240989,0.105612
251,Ac2_rdkit_conf_4,22,0.23417,28.0773,0.23417,0.124933,0.176803,0.055053,0.32003,0.185882,0.261288,0.116002,0.13164,0.04746,0.050599,-0.02242
252,Ac2_rdkit_conf_4,23,0.23418,28.0772,0.23418,0.124938,0.176807,0.055057,0.32004,0.185885,0.26129,0.116004,0.13158,0.047433,0.050449,-0.022447
253,Ac2_rdkit_conf_4,24,0.4981,25.7381,0.4981,0.366118,0.342056,0.189028,0.52485,0.395437,0.378434,0.218347,0.4567,0.303559,0.274495,0.126469
254,Ac4_rdkit_conf_3,0,-0.247,120.9633,-0.247,-0.121767,-0.239926,-0.000445,-0.26134,-0.092116,-0.257249,0.029206,-0.23891,-0.139676,-0.214882,-0.018354
255,Ac4_rdkit_conf_3,1,-0.49703,257.1976,-0.49703,-0.244164,-0.305077,-0.15597,-0.41948,-0.172385,-0.213455,-0.084191,-0.5136,-0.264612,-0.325628,-0.176418
256,Ac4_rdkit_conf_3,2,0.32691,1.2141,0.32691,0.100302,0.150733,0.08104,0.51114,0.211046,0.229306,0.191784,0.25869,0.046362,0.095437,0.0271
257,Ac4_rdkit_conf_3,3,-0.26125,41.7624,-0.26125,-0.101285,-0.167496,-0.050204,-0.16937,-0.018227,-0.084122,0.032854,-0.29048,-0.158267,-0.185182,-0.107186
258,Ac4_rdkit_conf_3,4,-0.1747,29.9518,-0.1747,-0.082779,-0.134283,-0.027093,-0.18749,-0.028336,-0.113179,0.02735,-0.37304,-0.20044,-0.276548,-0.144754
259,Ac4_rdkit_conf_3,5,-0.23183,42.6883,-0.23183,-0.10015,-0.140836,-0.044282,0.03184,0.053635,0.005001,0.109503,-0.24037,-0.155837,-0.131937,-0.099969
260,Ac4_rdkit_conf_3,6,-0.1478,29.5316,-0.1478,-0.075973,-0.157701,-0.024299,-0.10969,-0.005223,-0.090938,0.046451,-0.241,-0.14788,-0.26779,-0.096206
261,Ac4_rdkit_conf_3,7,-0.22243,42.9358,-0.22243,-0.026488,-0.000671,-0.027745,-0.16462,0.030928,0.03748,0.029671,-0.31818,-0.097231,-0.037991,-0.098488
262,Ac4_rdkit_conf_3,8,0.78645,4.2490,0.78645,0.266176,0.338892,0.210603,0.75973,0.279335,0.35503,0.223763,0.6874,0.169686,0.24836,0.114114
263,Ac4_rdkit_conf_3,9,-0.59394,-129.7155,-0.59394,-0.333293,-0.331519,-0.282048,-0.52493,-0.278354,-0.269244,-0.22711,-0.72679,-0.448247,-0.450516,-0.397003
264,Ac4_rdkit_conf_3,10,-0.6766,112.7618,-0.6766,-0.360905,-0.407489,-0.163967,-0.66729,-0.344986,-0.401987,-0.148048,-0.71873,-0.41265,-0.450902,-0.215712
265,Ac4_rdkit_conf_3,11,0.16592,28.3809,0.16592,0.090456,0.130957,0.030697,0.1848,0.111027,0.160407,0.051269,0.15244,0.073178,0.102178,0.01342
266,Ac4_rdkit_conf_3,12,0.19448,27.9349,0.19448,0.107434,0.145373,0.046527,0.23282,0.13916,0.194229,0.078253,0.16273,0.081362,0.098308,0.020455
267,Ac4_rdkit_conf_3,13,0.18114,28.0096,0.18114,0.092216,0.148341,0.029024,0.20567,0.115253,0.180407,0.052062,0.17668,0.081923,0.1373,0.018732
268,Ac4_rdkit_conf_3,14,0.22465,24.1049,0.22465,0.108721,0.160732,0.049086,0.26391,0.152148,0.225544,0.092513,0.18705,0.070034,0.094624,0.010399
269,Ac4_rdkit_conf_3,15,0.21721,23.6975,0.21721,0.10541,0.149509,0.049264,0.26172,0.147335,0.212783,0.091188,0.17844,0.045951,0.076559,-0.010196
270,Ac4_rdkit_conf_3,16,0.21983,24.0726,0.21983,0.103477,0.148359,0.047243,0.25188,0.160597,0.224205,0.104364,0.18192,0.063666,0.080605,0.007433
271,Ac4_rdkit_conf_3,17,0.23911,22.9570,0.23911,0.111384,0.175906,0.049649,0.27856,0.15186,0.233498,0.090125,0.21071,0.071816,0.122845,0.010081
272,Ac4_rdkit_conf_3,18,0.49689,25.4899,0.49689,0.361236,0.336197,0.182928,0.52212,0.387311,0.372284,0.209002,0.46505,0.320868,0.285159,0.14256
273,Ac5_rdkit_conf_2,0,-0.58732,154.0394,-0.58732,-0.231253,-0.405526,-0.086343,-0.58529,-0.211264,-0.394917,-0.066354,-0.59191,-0.247589,-0.402519,-0.10268
274,Ac5_rdkit_conf_2,1,-0.17255,134.7220,-0.17255,-0.003683,-0.104752,0.014206,-0.21911,0.00073,-0.121939,0.018619,-0.15453,-0.012679,-0.075098,0.005209
275,Ac5_rdkit_conf_2,2,-0.59803,159.2535,-0.59803,-0.227679,-0.531599,-0.081737,-0.60541,-0.217128,-0.522147,-0.071185,-0.59299,-0.239659,-0.540197,-0.093717
276,Ac5_rdkit_conf_2,3,0.80773,-9.0503,0.80773,0.266321,0.328411,0.214162,0.80256,0.272657,0.343005,0.220498,0.79648,0.252189,0.299367,0.20003
277,Ac5_rdkit_conf_2,4,-0.58401,-156.4288,-0.58401,-0.324794,-0.294192,-0.273989,-0.56683,-0.305818,-0.275538,-0.255013,-0.60017,-0.34516,-0.30572,-0.294355
278,Ac5_rdkit_conf_2,5,-0.6979,114.3354,-0.6979,-0.373952,-0.416438,-0.172383,-0.67845,-0.352166,-0.393885,-0.150597,-0.71791,-0.398293,-0.430422,-0.196724
279,Ac5_rdkit_conf_2,6,-0.00096,17.6619,-0.00096,-0.009204,0.181158,0.000629,0.29798,0.121232,0.209246,0.131064,-0.16159,-0.092567,0.206273,-0.082734
280,Ac5_rdkit_conf_2,7,-0.218,41.9577,-0.218,-0.098569,-0.172957,-0.044356,-0.2094,-0.036588,-0.117593,0.017625,-0.19353,-0.145283,-0.210634,-0.091071
281,Ac5_rdkit_conf_2,8,-0.2041,37.6404,-0.2041,-0.098901,-0.155025,-0.042803,-0.14376,-0.0174,-0.090391,0.038697,-0.38355,-0.213501,-0.271888,-0.157403
282,Ac5_rdkit_conf_2,9,-0.21425,39.2775,-0.21425,-0.099773,-0.151557,-0.043698,0.05232,0.056858,-0.004034,0.112932,-0.38125,-0.212844,-0.264615,-0.15677
283,Ac5_rdkit_conf_2,10,-0.20335,37.5405,-0.20335,-0.095656,-0.152624,-0.039642,-0.21105,-0.039417,-0.118263,0.016597,-0.18573,-0.150496,-0.15129,-0.094482
284,Ac5_rdkit_conf_2,11,-0.1959,33.5447,-0.1959,-0.092074,-0.215002,-0.039125,-0.12753,-0.012345,-0.12322,0.040604,-0.39712,-0.200557,-0.373362,-0.147608
285,Ac5_rdkit_conf_2,12,0.21378,30.2973,0.21378,0.086844,0.152789,0.032234,0.22187,0.099071,0.17388,0.044461,0.2112,0.073992,0.136484,0.019382
286,Ac5_rdkit_conf_2,13,0.22196,30.0276,0.22196,0.088968,0.164943,0.031993,0.26361,0.12116,0.210114,0.064185,0.18882,0.060096,0.12004,0.003121
287,Ac5_rdkit_conf_2,14,0.2147,31.0601,0.2147,0.088699,0.158933,0.035177,0.22414,0.1011,0.178716,0.047578,0.2082,0.075684,0.135776,0.022162
288,Ac5_rdkit_conf_2,15,0.21415,30.2623,0.21415,0.090958,0.168218,0.037333,0.22209,0.101783,0.184921,0.048158,0.20454,0.078341,0.147087,0.024717
289,Ac5_rdkit_conf_2,16,0.22056,30.3068,0.22056,0.091533,0.187521,0.037183,0.22862,0.102686,0.205827,0.048336,0.21439,0.079718,0.169956,0.025368
290,Ac5_rdkit_conf_2,17,0.22442,30.2700,0.22442,0.090792,0.174894,0.03465,0.25446,0.114818,0.209801,0.058676,0.19723,0.067099,0.139398,0.010958
291,Ac5_rdkit_conf_2,18,0.49648,25.9398,0.49648,0.358819,0.336013,0.180933,0.5155,0.380256,0.363536,0.202369,0.46813,0.330162,0.289257,0.152276
292,Ac5_rdkit_conf_2,19,0.21225,23.9155,0.21225,0.096489,0.161973,0.037864,0.2549,0.13497,0.222783,0.076345,0.17462,0.062975,0.09465,0.00435
293,Ac5_rdkit_conf_2,20,0.21246,23.8883,0.21246,0.09832,0.139966,0.042182,0.25427,0.14512,0.208489,0.088981,0.17317,0.037404,0.064467,-0.018735
294,Ac5_rdkit_conf_2,21,0.21361,24.0067,0.21361,0.098914,0.141116,0.042835,0.24548,0.15708,0.219919,0.101001,0.17379,0.037985,0.063752,-0.018094
295,Ac5_rdkit_conf_2,22,0.21375,23.8733,0.21375,0.099864,0.141446,0.043708,0.25787,0.142484,0.206695,0.086327,0.1751,0.059665,0.067441,0.003509
