species,energy,enthalpy,gibbs_energy,dipole,XX_quadrupole_moment,XY_quadrupole_moment,XZ_quadrupole_moment,YY_quadrupole_moment,YZ_quadrupole_moment,ZZ_quadrupole_moment,HOMO,LUMO,HOMO-LUMO_gap
Ac2,-630.270696789351,-630.0481935094642,-630.1040031178445,1.3191526876985868,-56.47230781944512,-2.2932807804615214,-0.06964102548277072,-77.28567640587505,1.2038894483284108,-71.71350089319336,-8.9988669976189,1.0445496051963121,10.043416602815212
Ac5,-538.7395810808531,-538.5263237254339,-538.5756855906266,1.5922546005536358,-69.2579791092652,3.4230812526910337,-2.693307512397734,-68.35755537886158,1.7525655041402304,-72.59561474734706,-8.274728890751511,0.4065696242252963,8.681298514976806
Ac3,-1095.0004369459298,-1094.859191,-1094.920611,2.1286816272049705,-100.9363,8.7674,0.0062,-89.7653,-0.0054,-94.3232,-9.8415416310335,-1.524381790501,8.3171598405325
Ac5,-538.7395810808531,-538.5263237254339,-538.5756855906266,1.5922546005536358,-69.2579791092652,3.4230812526910337,-2.693307512397734,-68.35755537886158,1.7525655041402304,-72.59561474734706,-8.274728890751511,0.4065696242252963,8.681298514976806
Ac4,-535.3384170953725,-535.1784835491162,-535.2255221959554,3.05177088772957,-56.06383346074127,0.11469737613924158,-0.5825928880685354,-58.292099331352105,0.1725286981652433,-66.26539550561,-7.89511952293977,-0.48667707759310397,7.408442445346665
Ac7,-424.431572506595,-424.23555068163324,-424.27859202293473,1.7655670356006352,-53.313828952259726,-3.01490990702276,0.2558902679580439,-57.705504518336056,0.6670905911515046,-55.794301973396095,-9.450780162299818,1.3220373235632878,10.772817485863104
